s.no,borrower,financial dob,nonfinancial dob,annual_income,profession,marital status,institute_name,course_name,loan amount,course_cost,dpd_days,current_status,current city,current state,current pincode,permanent city,permanent state,interest rate,enach activated,imdb success,protection_type_name,cibilscore,lender_name,company name,disbursal date,work experience,loan category,loan type,sector,residence type,tenure,emi_amount
86,Karen Dougherty,1978-11-29,1981-09-26,64121,Paramedic,Single,"Mahoney, Serrano and Long",answer,14166,21506,67,Fully Disbursed,East Angela,Maryland,02037,Conradburgh,Indiana,11.74,True,No,property,539,"Patton, Bean and Baldwin",Bell Group,1999-12-11,15,Education loan,College education,military,Rented,8,3057
87,Antonio Craig,2002-11-04,1978-02-07,38185,Intelligence analyst,Married,"Watson, Moore and Wong",amount,41564,13763,61,EMI Running,Port Dean,Washington,87865,North Samanthaville,Idaho,6.9,False,Yes,identify,334,"Mills, Stark and Jacobson","Martinez, Campbell and Ward",1998-12-22,37,Education loan,College education,behind,Rented,20,3758
88,Katherine Hill,1978-10-26,1985-09-28,144611,"Engineer, civil (consulting)",Married,Colon and Sons,become,34011,38423,305,Fully Disbursed,Kevinport,Illinois,41094,South Stevenmouth,Georgia,18.44,False,Yes,peace,728,"Park, Gibson and Williams",Stephens Group,1975-12-05,5,Education loan,Certification,most,Rented,8,2268
89,Jose Haynes,1999-01-18,1971-08-23,38694,Financial adviser,Married,White-Moore,since,14107,10415,177,Fully Disbursed,Kimberlybury,Nebraska,94893,Donnabury,Wisconsin,7.4,False,No,step,768,Ward-Olsen,Jones-Wilcox,2019-11-19,35,Education loan,School Education,plant,Owned,1,2103
90,April Walker,2000-12-28,1981-08-12,120035,Magazine features editor,Divorced,Rose-Salas,in,26737,38596,110,Fully Disbursed,Torreschester,South Dakota,23851,East Marietown,Massachusetts,11.8,True,Yes,goal,458,Archer PLC,"Lewis, Hall and Benitez",1994-07-18,4,Education loan,School Education,really,Rented,23,2004
91,Lauren Wilson,2003-01-09,1961-10-27,186136,Broadcast engineer,Single,Meadows-Young,effect,17360,24254,218,Fully Disbursed,Smithland,Louisiana,19179,Port Michelleport,Nevada,8.16,True,No,through,304,"Roth, Ortega and Miles",Snyder Inc,2009-05-01,18,Education loan,College education,economy,Owned,12,4400
92,William Ramsey,2004-01-23,1991-06-12,153736,Industrial/product designer,Single,Miller-Burns,social,11791,37747,131,EMI Running,West Scottmouth,Mississippi,22209,Barkerberg,New York,8.07,True,Yes,hour,753,Chen-Padilla,"Thomas, Parrish and Stewart",2012-06-22,30,Education loan,College education,through,Rented,21,1645
93,Nathan Brown,1996-07-06,1981-01-28,157286,Ophthalmologist,Single,Little and Sons,know,9083,30476,103,EMI Running,South Joshua,Mississippi,41141,New Erica,Delaware,5.66,True,No,third,816,"Peterson, Walton and Kelly",Smith-Curry,1998-01-04,27,Education loan,Certification,whether,Rented,12,1756
94,Bobby Hansen,1974-06-23,1959-10-10,80703,"Journalist, broadcasting",Single,"Harris, Osborn and Diaz",prevent,14686,32018,349,Fully Disbursed,East Maryburgh,Texas,52656,East Randy,Hawaii,7.33,False,Yes,line,641,Day-Johnson,"Cunningham, Brown and White",1978-03-21,26,Education loan,College education,coach,Owned,14,3182
95,Colleen Olsen,2004-01-23,1992-10-21,92438,Company secretary,Married,Mitchell-Ponce,after,14743,37298,187,EMI Running,East Michelleville,Minnesota,71271,Estradaburgh,Alaska,5.39,True,No,direction,385,Phillips and Sons,Nicholson-Johnson,2009-04-29,11,Education loan,Certification,food,Owned,19,1074
96,Amy Cruz,1965-08-29,2004-04-05,188092,Facilities manager,Married,Chen and Sons,bar,11982,8108,137,EMI Running,Jasmineport,Minnesota,66301,Michaelstad,Oklahoma,6.54,True,No,role,688,"Howell, Lane and Smith",Hernandez-Rice,1993-06-26,5,Education loan,Certification,serve,Owned,17,2748
97,Marc Peck,1977-01-21,1980-05-29,173243,Outdoor activities/education manager,Married,Cox-Spence,seem,41879,29204,322,EMI Running,West Sara,North Dakota,82384,Millerburgh,New Mexico,17.11,False,Yes,technology,402,Nguyen-Hughes,Patterson Group,1999-12-03,0,Education loan,School Education,sense,Rented,27,4460
98,Samuel Munoz,1965-09-27,1985-03-19,20119,Academic librarian,Divorced,"Flores, Tran and Wagner",quickly,33344,8784,353,Fully Disbursed,South Jacobburgh,New Hampshire,45013,Andrewmouth,Illinois,14.52,True,Yes,young,602,Larsen Ltd,Jordan-May,1971-04-06,18,Education loan,College education,policy,Owned,12,4776
99,Steven Fuller,1984-02-26,1998-02-04,51536,Gaffer,Divorced,Smith Inc,southern,5870,22717,152,Fully Disbursed,North Carolfurt,Wisconsin,33779,Port Lisaville,South Carolina,19.88,False,Yes,wife,875,Carter PLC,Hanson Ltd,2003-01-07,31,Education loan,College education,kid,Rented,27,1505
100,Dr. Christopher Moreno,2003-04-18,1981-04-01,109556,Medical technical officer,Divorced,Medina Group,cultural,22662,22548,91,Fully Disbursed,New Carmenview,Delaware,01857,East Lori,New Jersey,12.99,False,No,conference,475,Gray-Mosley,Henry-Williams,1984-07-14,35,Education loan,College education,important,Owned,18,2383
101,George Robertson,1968-08-19,1974-09-17,196229,Dramatherapist,Divorced,"Berger, Crawford and Taylor",many,7253,9482,160,Fully Disbursed,South Ricardo,Maryland,73354,East Bethside,South Dakota,18.67,True,No,face,371,Thompson and Sons,Miller-Young,1986-08-01,36,Education loan,College education,amount,Owned,21,3601
102,Charlotte Reynolds,1997-03-01,1965-10-15,63080,"Pharmacist, hospital",Single,Dunn Inc,claim,46005,27211,240,Fully Disbursed,Michelleview,New Mexico,84181,South Curtisbury,Tennessee,11.86,True,Yes,visit,601,Guerra Group,Campbell-Robinson,2000-05-01,13,Education loan,College education,water,Rented,24,3043
103,Kurt Perez,2002-07-30,1966-11-10,74574,Medical illustrator,Divorced,"Gordon, King and Foley",visit,23604,29335,146,EMI Running,West Bryanchester,Missouri,73002,Schultzbury,South Dakota,18.67,False,No,other,550,Ramos LLC,Rodriguez-Stevens,1970-08-11,20,Education loan,Certification,whole,Rented,27,2206
104,Sabrina Rivera,2004-09-22,1959-08-09,199838,Archivist,Single,Roman Ltd,finally,43513,27766,126,EMI Running,South Alex,Kansas,91787,East Larrybury,Illinois,19.6,True,No,bad,837,Perez-Tucker,Morrison Group,2006-06-10,26,Education loan,College education,keep,Owned,17,4659
105,Adrian Kane,1994-03-22,1990-08-02,107493,Health and safety adviser,Single,Jenkins-Gonzalez,task,29909,26895,92,Fully Disbursed,Juliaton,Georgia,31974,Flemington,Ohio,16.73,False,Yes,another,604,"Thompson, Webb and Ellis",Humphrey-Howard,2015-02-24,19,Education loan,School Education,travel,Owned,8,3458
106,Mark Forbes,1993-08-05,1993-12-19,86455,"Surveyor, hydrographic",Single,Thomas and Sons,reason,21870,16633,50,EMI Running,Myersborough,Alabama,86565,Port Alexis,Wisconsin,8.16,True,Yes,visit,356,May-Kennedy,"Barrett, Rios and Brewer",1974-11-11,7,Education loan,College education,produce,Owned,25,4118
107,Kerry Tapia,1958-10-30,1966-01-19,60259,Pensions consultant,Single,Rivera-Franklin,fire,47874,14335,81,EMI Running,Angelaport,Colorado,83047,Jasminebury,Mississippi,6.0,True,Yes,item,435,Wright-Lopez,Harris-Wilkerson,2021-01-08,17,Education loan,College education,world,Owned,14,1769
108,Shannon Edwards,1984-03-26,1979-12-23,50699,"Psychologist, occupational",Single,Mendez Group,lead,16816,16039,117,EMI Running,Anthonyberg,Delaware,76633,Marktown,Mississippi,18.27,True,Yes,else,331,Allen and Sons,"Stephens, Fisher and Walker",2006-02-25,40,Education loan,School Education,ten,Owned,6,1138
109,Stephanie Garcia,1963-07-16,1966-07-15,89461,Politician's assistant,Single,Edwards-Ferguson,because,41914,29750,89,Fully Disbursed,Jenningsburgh,South Carolina,04155,New Shannon,Maryland,6.47,False,Yes,stay,450,Wilson Inc,Cruz Ltd,1988-12-22,5,Education loan,Certification,military,Owned,15,2733
110,Sandra Munoz,2005-02-15,1981-02-21,36327,"Designer, industrial/product",Married,Miller Group,common,16064,22794,111,EMI Running,Wesleytown,West Virginia,60631,Taylorshire,Montana,18.96,False,Yes,human,561,Mckenzie Inc,Stevenson-Brown,1986-03-18,24,Education loan,Certification,small,Rented,6,4892
111,Brandon Bennett,1987-11-07,1962-04-10,30346,Field trials officer,Married,Livingston-Baker,approach,19940,21999,317,Fully Disbursed,Burkeside,New Jersey,53780,West Paulstad,West Virginia,6.98,True,Yes,among,346,"Henderson, Webb and Davis",Tran-Carter,1982-08-19,38,Education loan,School Education,allow,Owned,28,2014
112,Lindsey Barnett,1966-07-11,1997-11-28,123307,"Therapist, sports",Married,Wolfe and Sons,different,7815,3539,187,Fully Disbursed,Mariahmouth,Rhode Island,81077,Huberburgh,Mississippi,7.45,True,No,also,409,"Woods, Cochran and Williams",Wright-Chavez,1970-09-08,13,Education loan,College education,son,Rented,26,4995
113,Patricia Tate,1996-02-07,1971-03-03,112867,Building control surveyor,Single,Martinez Inc,old,35678,29143,213,Fully Disbursed,Lake Ariel,Pennsylvania,60589,Bonniefort,Minnesota,13.74,True,Yes,not,777,"Beard, House and Little","Willis, Anderson and Williamson",1988-11-01,33,Education loan,College education,than,Owned,28,2452
114,Manuel Jackson,1992-03-07,1999-06-03,196956,Architectural technologist,Married,Holt Group,goal,29799,21067,100,Fully Disbursed,Newtonview,South Carolina,42486,Melaniemouth,Massachusetts,18.97,True,No,approach,565,"Allen, Delgado and Matthews","Mcknight, Vazquez and Gonzalez",2007-02-06,38,Education loan,Certification,employee,Owned,20,3316
115,Arthur Long,1966-11-05,1973-06-30,82918,Travel agency manager,Single,Johns-Perkins,instead,29295,13206,47,EMI Running,Davidland,North Dakota,59669,Port Elizabeth,Virginia,11.5,False,No,artist,773,Hanna-Cummings,"Lopez, Cole and Hall",1992-01-07,13,Education loan,College education,result,Owned,6,1297
116,Mr. Ryan Henderson,1995-03-01,1994-07-28,76259,Community development worker,Divorced,Glass LLC,service,14100,18611,256,EMI Running,East Michelle,Wyoming,12475,North Brittany,Montana,18.88,True,Yes,each,557,Ford Ltd,"Bates, Johnson and Osborne",2013-05-13,16,Education loan,School Education,loss,Rented,20,3542
117,Andrew Kent,1973-02-28,1975-02-04,105563,Agricultural engineer,Married,Burnett Group,democratic,12648,24954,163,EMI Running,Port Markchester,North Carolina,10323,Jeremiahchester,South Carolina,18.47,True,No,however,582,"Phillips, Flores and Mason","Hanson, Jones and Morrison",2004-12-11,38,Education loan,College education,middle,Rented,18,1174
118,Michael Black,1981-06-05,1979-12-06,21546,Broadcast engineer,Married,"Daniels, Freeman and Logan",design,35997,19639,17,EMI Running,Port Brian,Maryland,02638,Stevenhaven,Tennessee,6.39,False,Yes,place,539,"Jordan, Richard and Burns","Wright, Lopez and Manning",1991-10-12,23,Education loan,School Education,onto,Owned,9,3007
119,Vincent Schmitt,1964-02-03,1971-12-08,181159,Sub,Single,"Dyer, Little and Smith",even,20751,35274,302,EMI Running,East Cliffordbury,Michigan,00968,Johnsontown,Louisiana,18.08,True,Yes,his,441,"Little, Peterson and Garcia",Diaz-Waller,1982-03-07,10,Education loan,School Education,candidate,Rented,17,2760
120,Mrs. Melissa Nunez,1982-03-29,1964-07-05,176021,"Restaurant manager, fast food",Single,"Cameron, Gardner and Pratt",will,16309,17650,296,EMI Running,Port Michelleburgh,Iowa,45208,New Cameron,Arkansas,15.35,False,No,series,405,Richardson-Johnson,"Jones, Knight and Vazquez",2024-05-07,0,Education loan,Certification,today,Owned,18,2712
121,Thomas Carr,2005-11-09,2006-02-27,66556,Chartered accountant,Divorced,Jimenez Group,like,29956,3109,45,EMI Running,Watsonview,Massachusetts,14640,South Susan,Pennsylvania,11.43,False,No,always,305,"Stout, Sloan and Miller","Palmer, Boyd and Strickland",2009-03-27,16,Education loan,College education,late,Owned,6,3030
122,Ronald Cox,1964-07-22,1974-06-20,165461,Environmental health practitioner,Divorced,"Brown, Campbell and Steele",too,32765,37218,155,Fully Disbursed,New Adam,Ohio,30473,Joneshaven,Kansas,10.7,True,Yes,gas,476,Gilbert-Serrano,"Wilson, Morales and Rose",1979-12-01,33,Education loan,School Education,ground,Rented,15,3346
123,Stephanie Phelps,2001-04-03,1968-08-31,79190,"Therapist, horticultural",Single,Walker Inc,its,15196,4940,91,EMI Running,Cooperstad,South Carolina,16619,South Bruce,West Virginia,13.46,True,No,speech,899,Blair-Harper,"Morton, Santana and Martinez",2019-09-28,31,Education loan,School Education,decide,Owned,19,2441
124,Edward Leach,1997-04-01,1968-05-30,76009,Therapeutic radiographer,Married,"Tate, Walker and Le",inside,13588,22438,0,EMI Running,East Ryan,Alabama,52549,East Nathanberg,New York,5.56,True,No,final,500,"Garcia, Nash and Goodwin","Irwin, Chen and Montgomery",2004-07-13,24,Education loan,College education,political,Rented,13,3342
125,Stephanie Jordan,2001-12-09,1990-10-16,85256,Site engineer,Married,"Khan, Velasquez and Jones",investment,33092,23386,97,EMI Running,Leeshire,Oregon,36126,Stewartport,Connecticut,16.01,False,Yes,Mr,831,Schmidt Inc,Owens-Thomas,1984-11-01,11,Education loan,School Education,ground,Owned,19,4074
126,Tyler Fisher,1986-04-09,1978-07-07,54049,"Production assistant, radio",Married,"Scott, Johnston and Adams",campaign,24461,4209,244,Fully Disbursed,Vanceton,Georgia,39980,Richardville,New Jersey,5.82,False,Yes,another,474,"Edwards, Coleman and Smith",Bass Group,2014-10-01,20,Education loan,College education,go,Rented,18,4609
127,Bonnie Mendoza,1984-05-11,1973-10-17,141424,Marketing executive,Divorced,"Lopez, Lee and Cobb",Congress,38300,15309,330,Fully Disbursed,Lake Sarahmouth,Virginia,45526,West Alantown,Maine,10.65,False,Yes,national,733,"Martin, Grant and Henderson",Luna and Sons,1992-02-09,17,Education loan,School Education,over,Rented,3,1297
128,Lisa Carter,1962-10-23,2000-11-03,120872,"Teacher, secondary school",Single,Young-Johnson,data,25650,38960,130,EMI Running,Wellsstad,South Dakota,85086,Morenomouth,Maryland,18.54,True,Yes,professional,678,Dunn Inc,Pratt-Velez,2014-07-27,16,Education loan,College education,six,Rented,13,1759
129,Kayla Edwards,1996-03-03,1962-05-27,177187,Technical author,Divorced,Morgan and Sons,game,8521,18361,295,Fully Disbursed,Bryanton,Michigan,50004,South Sandraport,Nevada,16.15,True,No,human,591,Newton LLC,Hines Group,2008-04-15,26,Education loan,School Education,alone,Rented,17,4454
130,Sherri Perry,1978-09-17,1973-11-22,117470,Writer,Married,Ramirez PLC,help,32472,16884,20,Fully Disbursed,North Bonnie,Vermont,79201,Lake Jamesburgh,Iowa,11.87,False,No,system,333,"Smith, Young and Johns",Taylor-Murphy,2021-03-05,32,Education loan,College education,artist,Owned,3,2635
131,Lori Lane,1985-09-27,1996-06-13,21542,Software engineer,Married,Anderson-Collier,small,29032,8326,95,Fully Disbursed,South Tanya,Utah,96299,North Beverly,North Dakota,11.72,True,No,be,600,Dominguez-Byrd,Diaz Group,1978-03-22,34,Education loan,Certification,happen,Owned,20,1902
132,Victor Roberson DVM,2001-01-07,1991-11-20,173763,"Surveyor, hydrographic",Divorced,"Brown, Thomas and Silva",window,30421,19812,126,EMI Running,North Andrew,Arkansas,92969,Teresaborough,California,10.45,False,No,far,757,Robinson PLC,Turner-Martin,1985-04-18,17,Education loan,Certification,school,Rented,9,3173
133,Samantha Lutz,1986-06-24,1981-11-02,36903,"Production assistant, television",Single,Butler Ltd,land,10788,13721,194,EMI Running,Lake Jo,Nevada,58502,Sullivanfort,Nevada,11.18,True,Yes,outside,739,Murray-Flores,Barber LLC,1999-08-04,35,Education loan,Certification,onto,Rented,1,4072
134,David Duncan,2002-06-07,1995-02-08,20863,Electrical engineer,Divorced,Norris PLC,summer,21443,12147,223,Fully Disbursed,Washingtontown,Pennsylvania,87143,New Codyview,Hawaii,15.7,True,No,type,688,"Woodward, Schwartz and Bender",Miller-Wade,1991-08-21,36,Education loan,College education,drop,Owned,9,4927
135,Christopher Henderson,1975-09-05,2000-04-20,162487,"Sales professional, IT",Single,Ferrell-Jones,lose,38605,34192,338,Fully Disbursed,Anneshire,Iowa,30642,New Brandonchester,Kentucky,10.62,False,Yes,nature,559,Martin Ltd,King Ltd,1973-09-27,36,Education loan,College education,drug,Owned,4,2368
136,Michelle Perez,1973-09-29,1984-02-20,192579,Contracting civil engineer,Married,"Archer, King and Cox",whatever,31795,27280,95,Fully Disbursed,Port Rachel,Oregon,51217,Hannahland,Hawaii,7.19,False,No,future,772,"Hunt, Stone and Cummings",Diaz and Sons,2010-06-30,14,Education loan,Certification,exist,Owned,10,3105
137,Cheryl Wilson,1993-08-07,1977-01-22,69807,Insurance risk surveyor,Single,Smith-Jones,imagine,9979,20633,283,EMI Running,Josephport,North Carolina,85072,Thompsonshire,Minnesota,11.35,False,Yes,color,473,Hopkins Group,Simmons-Mccall,1998-11-06,12,Education loan,Certification,attention,Owned,29,1326
138,Robert Baker,2002-07-08,1988-09-15,90708,"Editor, commissioning",Single,Rhodes PLC,relate,30563,34679,95,Fully Disbursed,East Coreymouth,Virginia,03682,Fischerville,New Mexico,11.84,True,No,arm,572,"Wall, Bowers and Moore",Ortiz Group,1973-12-24,33,Education loan,School Education,specific,Rented,22,4541
139,Julian Todd,1961-06-13,1990-09-11,144906,Herpetologist,Divorced,"Miller, Burns and Dominguez",sure,6814,12923,90,EMI Running,Vargasfurt,Maryland,83867,North Thomasberg,Wisconsin,7.31,False,No,military,388,"Anthony, Maldonado and Lane",Diaz-Baldwin,1971-08-22,38,Education loan,College education,energy,Rented,27,2693
140,Rachel Lee,1994-03-08,1959-04-29,86143,Glass blower/designer,Single,Hardy Ltd,score,10501,22219,54,EMI Running,Davidfort,Indiana,05778,Allenborough,Nevada,10.9,True,Yes,TV,610,Barnes-Lang,Wilson-Cain,2007-01-02,14,Education loan,Certification,product,Owned,18,4222
141,Morgan Brown,1989-01-01,1979-07-14,85338,Statistician,Married,"Robinson, Carter and Jordan",wall,41175,27448,198,Fully Disbursed,Cruztown,Vermont,93159,South Joseborough,Mississippi,19.03,False,No,describe,338,Davis-Brandt,Higgins Ltd,1988-06-29,11,Education loan,School Education,safe,Rented,16,2530
142,Amanda Stein,1958-11-29,1975-04-08,98766,"Psychotherapist, child",Married,Lee-Willis,important,9744,33283,313,Fully Disbursed,Port Kristyton,Arizona,46751,Evanmouth,Arkansas,18.53,False,Yes,catch,563,Patel-Lee,"Medina, Brown and Ball",2004-06-07,36,Education loan,School Education,democratic,Rented,25,4467
143,Steve Evans,1995-03-07,1981-07-07,38997,"Psychologist, forensic",Married,Davidson-Elliott,nor,12924,27435,269,Fully Disbursed,Lake Michaelborough,West Virginia,32247,Robertston,Kansas,10.55,False,No,more,736,Stewart and Sons,Hays Ltd,1988-04-21,30,Education loan,College education,low,Rented,18,1359
144,Kimberly Gardner,2004-08-25,1996-10-28,38948,Clinical research associate,Divorced,Griffith and Sons,movement,38892,13953,140,EMI Running,Conwayport,Indiana,51096,Thompsonview,Nebraska,5.69,True,Yes,myself,620,Moore-Miller,Garcia-Phillips,2006-07-31,15,Education loan,Certification,floor,Rented,24,3422
145,Brent Valencia,1988-11-23,1981-09-13,157405,Corporate treasurer,Married,Brooks-Adams,dream,36741,34640,143,EMI Running,Michaelfort,Illinois,62775,Farmerview,Colorado,16.72,False,Yes,court,755,"Myers, Santos and Berg","Joyce, Butler and Wheeler",2019-12-14,18,Education loan,Certification,send,Rented,28,1828
